repositório,url,arquivo,file_exists,clone_error,k6-performance/no-heavy-init-context,k6-performance/no-heavy-init-context_loc,k6-performance/require-check,k6-performance/require-check_loc,k6-performance/require-tags,k6-performance/require-tags_loc,k6-performance/require-thresholds,k6-performance/require-thresholds_loc
timpamungkasudemy/ai-assisted-testing-k6,https://github.com/timpamungkasudemy/ai-assisted-testing-k6,k6/013-parallel-call/ai/ai-parallel-call-01.js,yes,,0,,0,,0,,0,
timpamungkasudemy/ai-assisted-testing-k6,https://github.com/timpamungkasudemy/ai-assisted-testing-k6,k6/004-working-with-http/ai/ai-http-delete-one.js,yes,,0,,1,7:1,0,,0,
timpamungkasudemy/ai-assisted-testing-k6,https://github.com/timpamungkasudemy/ai-assisted-testing-k6,k6/013-parallel-call/ai/ai-sequential-call-01.js,yes,,0,,0,,5,7:16; 8:16; 26:16; 27:16; 28:16,0,
timpamungkasudemy/ai-assisted-testing-k6,https://github.com/timpamungkasudemy/ai-assisted-testing-k6,k6/003-test-options/ai/run-me-with-options.js,yes,,0,,1,24:1,0,,1,12:14
timpamungkasudemy/ai-assisted-testing-k6,https://github.com/timpamungkasudemy/ai-assisted-testing-k6,k6/004-working-with-http/http-patch-one.js,yes,,0,,1,6:1,0,,0,
timpamungkasudemy/ai-assisted-testing-k6,https://github.com/timpamungkasudemy/ai-assisted-testing-k6,k6/004-working-with-http/http-put-one.js,yes,,0,,1,6:1,0,,0,
timpamungkasudemy/ai-assisted-testing-k6,https://github.com/timpamungkasudemy/ai-assisted-testing-k6,k6/004-working-with-http/http-get-three.js,yes,,0,,1,6:1,0,,0,
timpamungkasudemy/ai-assisted-testing-k6,https://github.com/timpamungkasudemy/ai-assisted-testing-k6,k6/004-working-with-http/ai/ai-http-get-three.js,yes,,0,,1,7:1,0,,0,
timpamungkasudemy/ai-assisted-testing-k6,https://github.com/timpamungkasudemy/ai-assisted-testing-k6,k6/010-test-data/ai/ai-test-data-03.js,yes,,0,,1,22:1,0,,0,
timpamungkasudemy/ai-assisted-testing-k6,https://github.com/timpamungkasudemy/ai-assisted-testing-k6,k6/010-test-data/ai/ai-test-data-02.js,yes,,1,19:17,1,24:1,0,,0,
timpamungkasudemy/ai-assisted-testing-k6,https://github.com/timpamungkasudemy/ai-assisted-testing-k6,k6/003-test-options/run-me-with-options.js,yes,,0,,1,20:1,0,,1,12:14
timpamungkasudemy/ai-assisted-testing-k6,https://github.com/timpamungkasudemy/ai-assisted-testing-k6,k6/010-test-data/ai/ai-test-data-01.js,yes,,0,,0,,0,,0,
timpamungkasudemy/ai-assisted-testing-k6,https://github.com/timpamungkasudemy/ai-assisted-testing-k6,k6/009-http-debug/ai/ai-http-debug-03.js,yes,,0,,0,,0,,0,
timpamungkasudemy/ai-assisted-testing-k6,https://github.com/timpamungkasudemy/ai-assisted-testing-k6,k6/015-groups/ai/ai-groups-04.js,yes,,0,,0,,7,12:32; 13:30; 14:37; 32:35; 33:41; 65:35; 66:33,0,
timpamungkasudemy/ai-assisted-testing-k6,https://github.com/timpamungkasudemy/ai-assisted-testing-k6,k6/002-k6-command-line/ai/ai-run-me-with-sleep.js,yes,,0,,1,7:1,0,,0,
timpamungkasudemy/ai-assisted-testing-k6,https://github.com/timpamungkasudemy/ai-assisted-testing-k6,k6/003-test-options/run-me-without-options.js,yes,,0,,1,6:1,0,,0,
timpamungkasudemy/ai-assisted-testing-k6,https://github.com/timpamungkasudemy/ai-assisted-testing-k6,k6/003-test-options/ai/run-me-without-options.js,yes,,0,,1,6:1,0,,0,
NelsonBN/samples-k6-tests,https://github.com/NelsonBN/samples-k6-tests,src/http-requests/verbs-get.js,yes,,0,,0,,0,,0,
NelsonBN/samples-k6-tests,https://github.com/NelsonBN/samples-k6-tests,src/http-requests/verbs-put.js,yes,,0,,0,,0,,0,
saimanikumar67/k6_scripts_testing,https://github.com/saimanikumar67/k6_scripts_testing,k6_postman/k6_cpu_mem_responsetime.js,yes,,0,,1,31:17,0,,0,
saimanikumar67/k6_scripts_testing,https://github.com/saimanikumar67/k6_scripts_testing,k6_postman/prac.js,yes,,0,,1,8:1,0,,0,
saimanikumar67/k6_scripts_testing,https://github.com/saimanikumar67/k6_scripts_testing,libs/shim/core.js,yes,,0,,0,,3,505:7; 518:9; 1261:5,1,241:23
saimanikumar67/k6_scripts_testing,https://github.com/saimanikumar67/k6_scripts_testing,k6_zload_testing_websites/script.js,yes,,0,,0,,2,12:19; 25:15,0,
saimanikumar67/k6_scripts_testing,https://github.com/saimanikumar67/k6_scripts_testing,k6_thresh_hold_type/thresh_group_individual.js,yes,,0,,0,,4,15:5; 16:5; 17:5; 21:5,0,
saimanikumar67/k6_scripts_testing,https://github.com/saimanikumar67/k6_scripts_testing,k6_types_of_tests/sample_smoke_test.js,yes,,0,,0,,3,18:20; 33:21; 34:3,0,
saimanikumar67/k6_scripts_testing,https://github.com/saimanikumar67/k6_scripts_testing,k6_types_of_tests/sample_load_test.js,yes,,0,,0,,3,22:20; 37:21; 38:3,0,
saimanikumar67/k6_scripts_testing,https://github.com/saimanikumar67/k6_scripts_testing,k6_types_of_tests/soak.js,yes,,0,,1,16:1,0,,1,5:14
liweiyuan/students-manager,https://github.com/liweiyuan/students-manager,stressTest.js,yes,,0,,0,,0,,0,
saksham012345/trek-tribe,https://github.com/saksham012345/trek-tribe,k6/ticket_creation.js,yes,,0,,0,,0,,1,4:12
saksham012345/trek-tribe,https://github.com/saksham012345/trek-tribe,k6/socket_handshake.js,yes,,0,,0,,0,,1,5:12
saksham012345/trek-tribe,https://github.com/saksham012345/trek-tribe,k6/webhook_burst.js,yes,,0,,0,,0,,1,4:12
DFE-Digital/publish-teacher-training,https://github.com/DFE-Digital/publish-teacher-training,load_testing/find/journeys/course-details.js,yes,,0,,0,,4,9:30; 20:30; 35:30; 40:32,0,
DFE-Digital/publish-teacher-training,https://github.com/DFE-Digital/publish-teacher-training,load_testing/find/utils/checks.js,yes,,0,,0,,0,,0,
DFE-Digital/publish-teacher-training,https://github.com/DFE-Digital/publish-teacher-training,load_testing/find/journeys/pagination.js,yes,,0,,0,,1,10:24,0,
DFE-Digital/publish-teacher-training,https://github.com/DFE-Digital/publish-teacher-training,load_testing/shared/utils/performance-checks.js,yes,,0,,0,,0,,0,
DFE-Digital/publish-teacher-training,https://github.com/DFE-Digital/publish-teacher-training,load_testing/find/journeys/search-and-filter.js,yes,,0,,0,,3,16:24; 40:24; 62:24,0,
DFE-Digital/publish-teacher-training,https://github.com/DFE-Digital/publish-teacher-training,load_testing/find/journeys/homepage.js,yes,,0,,0,,0,,0,
DFE-Digital/publish-teacher-training,https://github.com/DFE-Digital/publish-teacher-training,load_testing/find/load-test.js,yes,,0,,0,,0,,1,32:14
Magnificent-Malasada/productOverview,https://github.com/Magnificent-Malasada/productOverview,k6/allProducts.js,yes,,0,,0,,0,,1,57:12
GyanaprakashKhandual/Automation-Functional-Py-Test,https://github.com/GyanaprakashKhandual/Automation-Functional-Py-Test,gmppages/ahm.js,yes,,0,,0,,0,,0,
GyanaprakashKhandual/Automation-Functional-Py-Test,https://github.com/GyanaprakashKhandual/Automation-Functional-Py-Test,gmppages/aia.js,yes,,0,,0,,0,,0,
GyanaprakashKhandual/Automation-Functional-Py-Test,https://github.com/GyanaprakashKhandual/Automation-Functional-Py-Test,gmppages/nib.js,yes,,0,,0,,0,,0,
GyanaprakashKhandual/Automation-Functional-Py-Test,https://github.com/GyanaprakashKhandual/Automation-Functional-Py-Test,gmppages/bupa.js,yes,,0,,0,,0,,0,
GyanaprakashKhandual/Automation-Functional-Py-Test,https://github.com/GyanaprakashKhandual/Automation-Functional-Py-Test,gmppages/ovhc.js,yes,,0,,0,,0,,0,
GyanaprakashKhandual/Automation-Functional-Py-Test,https://github.com/GyanaprakashKhandual/Automation-Functional-Py-Test,gmppages/ohsc.js,yes,,0,,0,,0,,0,
GyanaprakashKhandual/Automation-Functional-Py-Test,https://github.com/GyanaprakashKhandual/Automation-Functional-Py-Test,gmppages/blog.js,yes,,0,,0,,0,,0,
GyanaprakashKhandual/Automation-Functional-Py-Test,https://github.com/GyanaprakashKhandual/Automation-Functional-Py-Test,gmppages/allianz.js,yes,,0,,0,,0,,0,
GyanaprakashKhandual/Automation-Functional-Py-Test,https://github.com/GyanaprakashKhandual/Automation-Functional-Py-Test,gmppages/mediabank.js,yes,,0,,0,,0,,0,
GyanaprakashKhandual/Automation-Functional-Py-Test,https://github.com/GyanaprakashKhandual/Automation-Functional-Py-Test,gmpapis/sendOTP.js,yes,,0,,0,,0,,0,
GyanaprakashKhandual/Automation-Functional-Py-Test,https://github.com/GyanaprakashKhandual/Automation-Functional-Py-Test,gmpapis/tauthprovider.js,yes,,0,,0,,0,,0,
GyanaprakashKhandual/Automation-Functional-Py-Test,https://github.com/GyanaprakashKhandual/Automation-Functional-Py-Test,gmpapis/getallvistype.js,yes,,0,,0,,0,,0,
GyanaprakashKhandual/Automation-Functional-Py-Test,https://github.com/GyanaprakashKhandual/Automation-Functional-Py-Test,gmpapis/tovhtauthprovider.js,yes,,0,,0,,0,,0,
jwcastillo/0_to_100_k6,https://github.com/jwcastillo/0_to_100_k6,challengues/ecommerce/base.js,yes,,0,,0,,12,30:16; 39:16; 51:16; 60:16; 77:16; 86:16; 100:16; 131:16; 162:16; 193:16; 226:18; 236:18,1,5:14
jwcastillo/0_to_100_k6,https://github.com/jwcastillo/0_to_100_k6,fundation/http_getv2.js,yes,,0,,0,,6,16:15; 17:9; 24:15; 25:9; 35:15; 36:9,0,
jwcastillo/0_to_100_k6,https://github.com/jwcastillo/0_to_100_k6,browser/test.browser.03.js,yes,,0,,0,,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/auth/basic-auth.js,yes,,0,,0,,2,15:13; 33:9,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/example/core-k6.js,yes,,0,,0,,9,24:15; 33:20; 39:3; 68:17; 79:17; 81:5; 86:17; 99:20; 101:32,1,4:14
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/basics/k6-basics--checks-02.js,yes,,0,,0,,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/basics/k6-basics--03.js,yes,,0,,0,,0,,1,5:14
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/basics/k6-basics--threshold.js,yes,,0,,1,42:1,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/basics/k6-basics--checks-04.js,yes,,0,,0,,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/k6-official-site/basics--001.js,yes,,0,,1,9:1,0,,1,4:14
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/code--003-browser.js,yes,,0,,0,,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/basics/k6-basics--checks-01.js,yes,,0,,0,,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/influxdb-report.js,yes,,0,,1,23:1,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/basics/k6-basics--check-tag-threshold.js,yes,,0,,0,,4,15:9; 16:3; 20:9; 21:3,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/random-values.js,yes,,0,,1,12:1,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/req-headers.js,yes,,0,,0,,2,5:15; 10:11,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/authentication-post.js,yes,,0,,1,4:1,3,11:5; 21:15; 39:5,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/example/cookies-1.js,yes,,0,,0,,3,5:15; 9:16; 20:16,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/code--001.js,yes,,0,,1,4:1,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/deep-dive/k6--ramp-up-down.js,yes,,0,,0,,0,,1,4:14
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/example/soap.js,yes,,0,,0,,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/basics/k6-basics_http-batch--03.js,yes,,0,,0,,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/basics/k6-basics--taggings.js,yes,,0,,0,,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/example/websocket.js,yes,,0,,0,,0,,1,8:14
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/auth/digest-auth.js,yes,,0,,0,,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/code--007-browser.js,yes,,0,,0,,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/basics/k6-basics--checks-03.js,yes,,0,,0,,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/custom-tags.js,yes,,0,,0,,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/post-request.js,yes,,0,,1,4:1,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/code--006-report.js,yes,,0,,1,13:1,0,,1,8:14
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/example/tls.js,yes,,0,,0,,0,,1,4:14
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/code-groups.js,yes,,0,,0,,4,19:19; 23:13; 24:13; 30:9,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/ui/tests/poc.spec.js,yes,,0,,0,,0,,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/correlation-test.js,yes,,0,,0,,2,5:15; 10:11,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/grouping-test.js,yes,,0,,0,,4,16:19; 20:13; 21:13; 26:9,0,
kwishna/Grafana-K6-performance-test,https://github.com/kwishna/Grafana-K6-performance-test,src/course-tutorial/abort-test.js,yes,,0,,1,17:1,0,,1,5:14
overist/hhd-plus-e-commerce,https://github.com/overist/hhd-plus-e-commerce,k6/common/setup.js,yes,,0,,0,,0,,0,
overist/hhd-plus-e-commerce,https://github.com/overist/hhd-plus-e-commerce,k6/issue-coupon.script.js,yes,,0,,0,,0,,0,
overist/hhd-plus-e-commerce,https://github.com/overist/hhd-plus-e-commerce,k6/balance-charge.script.js,yes,,0,,0,,0,,0,
Examgruppe2022/chatman,https://github.com/Examgruppe2022/chatman,performanceTests/stressTest.js,yes,,0,,1,16:1,0,,0,
rpp36-sdc-smtp/smtp-serena-QnA,https://github.com/rpp36-sdc-smtp/smtp-serena-QnA,server/K6/stressTest_postAnswer.js,yes,,0,,0,,2,31:3; 31:9,0,
rpp36-sdc-smtp/smtp-serena-QnA,https://github.com/rpp36-sdc-smtp/smtp-serena-QnA,server/K6/stressTest_reportAnswer.js,yes,,0,,0,,2,26:3; 26:9,0,
rpp36-sdc-smtp/smtp-serena-QnA,https://github.com/rpp36-sdc-smtp/smtp-serena-QnA,server/K6/stressTest_reportQuestion.js,yes,,0,,0,,2,25:3; 25:9,0,
rpp36-sdc-smtp/smtp-serena-QnA,https://github.com/rpp36-sdc-smtp/smtp-serena-QnA,server/K6/stressTest_getAnswers.js,yes,,0,,0,,2,25:3; 25:9,0,
rpp36-sdc-smtp/smtp-serena-QnA,https://github.com/rpp36-sdc-smtp/smtp-serena-QnA,server/K6/stressTest_voteAnswer.js,yes,,0,,0,,2,26:3; 26:9,0,
rpp36-sdc-smtp/smtp-serena-QnA,https://github.com/rpp36-sdc-smtp/smtp-serena-QnA,server/K6/stressTest_getQuestions.js,yes,,0,,0,,2,26:3; 26:9,0,
rpp36-sdc-smtp/smtp-serena-QnA,https://github.com/rpp36-sdc-smtp/smtp-serena-QnA,server/K6/stressTest_postQuestion.js,yes,,0,,0,,2,32:3; 32:9,0,
rpp36-sdc-smtp/smtp-serena-QnA,https://github.com/rpp36-sdc-smtp/smtp-serena-QnA,server/K6/stressTest_voteQuestion.js,yes,,0,,0,,2,25:3; 25:9,0,
rpp36-sdc-smtp/smtp-serena-QnA,https://github.com/rpp36-sdc-smtp/smtp-serena-QnA,server/K6/loadTestScript.js,yes,,0,,0,,2,17:3; 17:9,1,7:14
rpp36-sdc-smtp/smtp-othniel-reviews,https://github.com/rpp36-sdc-smtp/smtp-othniel-reviews,server/K6/putReportScript.js,yes,,0,,0,,0,,0,
rpp36-sdc-smtp/smtp-othniel-reviews,https://github.com/rpp36-sdc-smtp/smtp-othniel-reviews,server/K6/script.js,yes,,0,,0,,0,,0,
rpp36-sdc-smtp/smtp-othniel-reviews,https://github.com/rpp36-sdc-smtp/smtp-othniel-reviews,server/K6/testScript.js,yes,,0,,0,,0,,0,
rpp36-sdc-smtp/smtp-othniel-reviews,https://github.com/rpp36-sdc-smtp/smtp-othniel-reviews,server/K6/putHelpScript.js,yes,,0,,0,,0,,0,
rpp36-sdc-smtp/smtp-othniel-reviews,https://github.com/rpp36-sdc-smtp/smtp-othniel-reviews,server/K6/getReviewsMetaScript.js,yes,,0,,0,,0,,0,
rpp36-sdc-smtp/smtp-othniel-reviews,https://github.com/rpp36-sdc-smtp/smtp-othniel-reviews,server/K6/postReviewsScript.js,yes,,0,,0,,0,,0,
HuaHsuan-Liang/ScaleableResourceForDocker,https://github.com/HuaHsuan-Liang/ScaleableResourceForDocker,ENV_Docker/script.js,yes,,0,,1,23:1,0,,1,7:14
aquonAttheHub/data-science-2023-2024,https://github.com/aquonAttheHub/data-science-2023-2024,Machine_Learning_Engineering/PyTorch_FastAPI_Project/load.js,yes,,0,,0,,0,,0,
aquonAttheHub/data-science-2023-2024,https://github.com/aquonAttheHub/data-science-2023-2024,Machine_Learning_Engineering/Metrics_Performance_LoadTesting/load.js,yes,,0,,0,,0,,0,
HugoBouttes/poc-queen-mongodb,https://github.com/HugoBouttes/poc-queen-mongodb,Scripts/script4.js,yes,,0,,0,,7,73:17; 81:18; 88:18; 101:20; 143:25; 153:24; 163:24,1,7:14
yoandiny/manasoa-education-backend,https://github.com/yoandiny/manasoa-education-backend,reportCard.js,yes,,0,,0,,0,,0,
aotearoan/neon,https://github.com/aotearoan/neon,src/app/views/user-input/select/Select.ts,yes,,0,,0,,0,,0,
aotearoan/neon,https://github.com/aotearoan/neon,src/app/views/design/kitchen-sink/KitchenSink.ts,yes,,0,,0,,0,,0,
aotearoan/neon,https://github.com/aotearoan/neon,src/components/user-input/select/NeonSelect.spec.ts,yes,,0,,0,,0,,0,
aotearoan/neon,https://github.com/aotearoan/neon,src/app/views/user-input/search/Search.ts,yes,,0,,0,,0,,0,
PropaneC3H8/TaskManager,https://github.com/PropaneC3H8/TaskManager,loadtest/tasks_k6.js,no,git clone failed (status 128),0,,0,,0,,0,
triszt4n/streamzen-monorepo,https://github.com/triszt4n/streamzen-monorepo,perftesting/script_old.js,yes,,0,,0,,0,,1,4:14
triszt4n/streamzen-monorepo,https://github.com/triszt4n/streamzen-monorepo,perftesting/script2.js,yes,,0,,0,,0,,1,4:14
triszt4n/streamzen-monorepo,https://github.com/triszt4n/streamzen-monorepo,perftesting/_archive_script.js,yes,,0,,0,,2,14:17; 23:17,1,4:14
triszt4n/streamzen-monorepo,https://github.com/triszt4n/streamzen-monorepo,perftesting/script.js,yes,,0,,0,,0,,1,4:14
JS-Ranker/Monitoreo_k6,https://github.com/JS-Ranker/Monitoreo_k6,Monitoreo_k6/steps/addToCart.js,yes,,0,,0,,0,,0,
JS-Ranker/Monitoreo_k6,https://github.com/JS-Ranker/Monitoreo_k6,Monitoreo_k6/steps/submitLogin.js,yes,,0,,0,,0,,0,
hr-rfp55-sdc2-cucco/questions-answers-endpoint,https://github.com/hr-rfp55-sdc2-cucco/questions-answers-endpoint,script.js,yes,,0,,1,9:1,0,,1,4:12
mwebler/railway-test,https://github.com/mwebler/railway-test,load_testing/constant_rps.js,yes,,0,,1,17:1,0,,1,5:14
mwebler/railway-test,https://github.com/mwebler/railway-test,load_testing/high_load.js,yes,,0,,1,17:1,0,,1,5:14
Challe-P/report-load-tests,https://github.com/Challe-P/report-load-tests,script-html-report.js,yes,,0,,0,,2,15:3; 15:9,0,
Challe-P/report-load-tests,https://github.com/Challe-P/report-load-tests,script.js,yes,,0,,0,,2,14:3; 14:9,0,
Challe-P/report-load-tests,https://github.com/Challe-P/report-load-tests,load-test-script.js,yes,,0,,0,,4,75:23; 81:5; 87:5; 95:5,0,
Challe-P/report-load-tests,https://github.com/Challe-P/report-load-tests,load-test-script-html-summary.js,yes,,0,,0,,4,76:23; 81:5; 87:5; 95:5,0,
SyBeRGEN/web_tours_k6_test,https://github.com/SyBeRGEN/web_tours_k6_test,utils/httpClient.js,yes,,0,,0,,3,12:19; 15:19; 21:5,0,
RustTest/wavReader,https://github.com/RustTest/wavReader,voxflowTesting.js,yes,,0,,0,,0,,1,8:14
up2code/demo-dev-container,https://github.com/up2code/demo-dev-container,spring-boot/k6/perf_api_post_events.js,yes,,0,,0,,0,,1,4:12
spk364/procomp,https://github.com/spk364/procomp,perf/ws/ws_tournament_broadcast.js,yes,,0,,0,,0,,1,6:14
spk364/procomp,https://github.com/spk364/procomp,perf/ws/ws_match_broadcast.js,yes,,0,,0,,0,,0,
spk364/procomp,https://github.com/spk364/procomp,perf/api/http_smoke.js,yes,,0,,0,,0,,1,4:14
attaryu/k6-grafana-training,https://github.com/attaryu/k6-grafana-training,src/helper/user.js,yes,,0,,0,,0,,0,
attaryu/k6-grafana-training,https://github.com/attaryu/k6-grafana-training,src/get-user.js,yes,,0,,0,,2,18:25; 36:27,1,5:14
attaryu/k6-grafana-training,https://github.com/attaryu/k6-grafana-training,src/register.js,yes,,0,,0,,3,19:28; 40:25; 58:27,1,4:14
attaryu/k6-grafana-training,https://github.com/attaryu/k6-grafana-training,src/stages.js,yes,,0,,1,12:1,0,,1,4:14
attaryu/k6-grafana-training,https://github.com/attaryu/k6-grafana-training,src/helper/contact.js,yes,,0,,0,,0,,0,
attaryu/k6-grafana-training,https://github.com/attaryu/k6-grafana-training,src/ping.js,yes,,0,,1,12:1,0,,1,4:14
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6340.js,yes,,0,,0,,0,,1,10:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6246.js,yes,,0,,0,,0,,1,10:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6440-aws.js,yes,,0,,0,,0,,1,5:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6214-vu1.js,yes,,0,,0,,0,,1,5:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6445-aws.js,yes,,0,,0,,0,,1,5:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/e2e.js,yes,,0,,0,,10,28:5; 50:5; 67:5; 90:5; 120:5; 130:5; 136:5; 137:5; 138:5; 139:5,0,
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6240.js,yes,,0,,0,,0,,1,10:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6304.js,yes,,0,,0,,0,,1,10:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6214.js,yes,,0,,1,46:1,0,,1,11:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6242-aws.js,yes,,0,,0,,0,,1,10:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6336.js,yes,,0,,0,,0,,1,10:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6220-aws.js,yes,,0,,0,,0,,1,5:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6447-vu1.js,yes,,0,,0,,0,,1,5:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6447-aws.js,yes,,0,,0,,0,,1,5:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6335-aws.js,yes,,0,,0,,0,,1,10:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6241.js,yes,,0,,0,,0,,1,10:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6215-aws.js,yes,,0,,0,,0,,1,5:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6443-vu1.js,yes,,0,,0,,0,,1,5:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6337.js,yes,,0,,0,,0,,1,10:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6926-browser-regression.js,yes,,0,,1,662:1,26,80:5; 81:5; 82:5; 83:5; 84:5; 85:5; 215:19; 442:19; 535:19; 677:9; 683:9; 689:9; 696:9; 702:9; 708:9; 712:9; 719:9; 723:9; 730:9; 736:9; 748:9; 751:9; 756:9; 762:9; 769:15; 770:5,1,87:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6223.js,yes,,0,,1,55:1,0,,1,11:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6444.js,yes,,0,,0,,0,,1,5:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6445.js,yes,,0,,0,,0,,1,5:12
criscarlolm/k6-kubernetes-aws-loadtest,https://github.com/criscarlolm/k6-kubernetes-aws-loadtest,eks/js/tcm-6340-aws.js,yes,,0,,0,,0,,1,10:12
